title,detail,baseInfoKeyList,baseInfoValueList
 机器学习研究者,"""深度学习（deeplearning）是机器学习的分支，是一种试图使用包含复杂结构或由多重非线性变换构成的多个处理层对数据进行高层抽象的算法。深度学习是机器学习中一种基于对数据进行表征学习的算法。观测值（例如一幅图像）可以使用多种方式来表示，如每个像素强度值的向量，或者更抽象地表示成一系列边、特定形状的区域等。而使用某些特定的表示方法更容易从实例中学习任务（例如，人脸识别或面部表情识别）。深度学习的好处是用非监督式或半监督式的特征学习和分层特征提取高效算法来替代手工获取特征。表征学习的目标是寻求更好的表示方法并建立更好的模型来从大规模未标记数据中学习这些表示方法。表示方法来自神经科学，并松散地建立在類似神经系统中的信息处理和对通信模式的理解上，如神经编码，试图定义拉動神经元的反应之间的关系以及大脑中的神经元的电活动之间的关系。至今已有數种深度学习框架，如深度神经网络、卷积神经网络和深度置信网络和递归神经网络已被应用在计算机视觉、语音识别、自然语言处理、音频识别与生物信息学等领域并取得了极好的效果。另外，「深度学习」已成為類似術語，或者说是神经网络的品牌重塑。""",中文:, 机器学习研究者
 进化算法,"""进化计算是遗传算法、进化策略、进化规划的统称。进化计算起源于20世纪50年代末，成熟于20世纪80年代，目前主要被应用于工程控制、机器学习、函数优化等领域。""",中文:, 进化算法
 马尔可夫模型,"""隐马尔可夫模型（HiddenMarkovModel，HMM）是统计模型，它用来描述一个含有隐含未知参数的马尔可夫过程。其难点是从可观察的参数中确定该过程的隐含参数。然后利用这些参数来作进一步的分析，例如模式识别。在正常的马尔可夫模型中，状态对于观察者来说是直接可见的。这样状态的转换概率便是全部的参数。而在隐马尔可夫模型中,状态并不是直接可见的，但受状态影响的某些变量则是可见的。每一个状态在可能输出的符号上都有一概率分布。因此输出符号的序列能够透露出状态序列的一些信息。""",中文:, 马尔可夫模型
 电子卡牌游戏,"""《仙劍奇俠傳－逍遙遊》是由“仙剑之父”姚壮宪监制、大宇资讯子公司北京软星历时两年开发制作的一款以组队冒险、合作竞争、挑战怪物、收集宠物为核心的卡牌游戏。本作亦是大宇旗下北京软星开发的第一款桌面游戏。玩家将在游戏中扮演仙剑奇侠传系列游戏历代经典角色，与朋友们组队展开冒险，或与其他玩家的队伍竞赛。本作正式版于2012年3月15日上市。""",中文:, 电子卡牌游戏
 分类系统,"""解剖学治疗学及化学分类系统（英语：AnatomicalTherapeuticChemicalClassificationSystem,ATC），是世界卫生组织对药品的官方分类系统。ATC系统由世界卫生组织药物统计方法整合中心（TheWHOCollaboratingCentreforDrugStatisticsMethodology）所制定，第一版在1976年发布。1996年，ATC系统成为国际标准。现在ATC系统已经发布2006版。""",中文:, 分类系统
 多重代理人系统,"""共識動力學（consensusdynamics，agreementdynamics）是結合系统科学及图论的研究領域，其中研究的主要問題之一就是在多智能体系统中的共識問題（agreementproblem，consensusproblem）。多智能体系统是指利用多個互相影響的智能設備來達到共同目的的系統。智能設備會形成網路，交換資訊以達到共識，這類系統包括生理系統、基因網絡、大型能源系統以及陸地、空中或太空中的車隊或是機隊。共識問題是非強制性的动力系统，透過互連的拓樸以及各設備的初始條件來控制。其他的問題包括有集结问题、同步、集群控制、及編隊控制。分佈式約束推理是解決方案範例中的一種。""",中文:, 多重代理人系统
 数据挖掘,"""数据挖掘（英语：datamining）是一个跨学科的计算机科学分支它是用人工智能、机器学习、统计学和数据库的交叉方法在相對較大型的数据集中发现模式的计算过程。数据挖掘过程的总体目标是从一个数据集中提取信息，并将其转换成可理解的结构，以进一步使用。除了原始分析步骤，它还涉及到数据库和数据管理方面、数据预处理、模型与推断方面考量、兴趣度度量、复杂度的考虑，以及发现结构、可视化及在线更新等后处理。数据挖掘是“資料庫知識發現”（KDD）的分析步骤。数据挖掘：实用机器学习技术及Java实现》一书大部分是机器学习的内容。这本书最初只叫做“实用机器学习”，“数据挖掘”一词是后来为了营销才加入的。通常情况下，使用更为正式的术语，（大规模）数据分析和分析学，或者指出实际的研究方法（例如人工智能和机器学习）会更准确一些。数据挖掘的实际工作是对大规模数据进行自动或半自动的分析，以提取过去未知的有价值的潜在信息，例如数据的分组（通过聚类分析）、数据的异常记录（通过异常检测）和数据之间的关系（通过关联式规则挖掘）。这通常涉及到数据库技术，例如空间索引。这些潜在信息可通过对输入数据处理之后的总结来呈现，之后可以用于进一步分析，比如机器学习和预测分析。举个例子，进行数据挖掘操作时可能要把数据分成多组，然后可以使用决策支持系统以获得更加精确的预测结果。不过数据收集、数据预处理、结果解释和撰写报告都不算数据挖掘的步骤，但是它们确实属于“資料庫知識發現”（KDD）过程，只不过是一些额外的环节。类似词语“数据捕捞”、“数据捕鱼”和“数据探测”指用数据挖掘方法来采样（可能）过小以致无法可靠地统计推断出所发现任何模式的有效性的更大总体数据集的部分。不过这些方法可以建立新的假设来检验更大数据总体。""",中文:, 数据挖掘
 本体 (计算机科学),"""在计算机科学与信息科学领域，理论上，本体是指一种“形式化的，对于共享概念体系的明确而又详细的说明”。本体提供的是一种共享词表，也就是特定领域之中那些存在着的对象类型或概念及其属性和相互关系；或者说，本体就是一种特殊类型的术语集，具有结构化的特点，且更加适合于在计算机系统之中使用；或者说，本体实际上就是对特定领域之中某套概念及其相互之间关系的形式化表达（formalrepresentation）。本体是人们以自己兴趣领域的知识为素材，运用信息科学的本体论原理而编写出来的作品。本体一般可以用来针对该领域的属性进行推理，亦可用于定义该领域（也就是对该领域进行建模）。此外，有时人们也会将“本体”称为“本体论”。作为一种关于现实世界或其中某个组成部分的知识表达形式，本体目前的应用领域包括（但不仅限于）：人工智能、语义网、软件工程、生物医学信息学、图书馆学以及信息架构。""",中文:, 本体 (计算机科学)
 知识表示语言,"""知識表示法（知識重呈／知識表現）是認知科學和人工智能兩個領域共同存在的問題。在認知科學里，它關係到人類如何儲存和處理資料。在人工智能里，其主要目標為儲存知識，讓程式能夠處理，達到人類的智慧。目前這個領域仍然沒有一個完美的答案。""",中文:, 知识表示语言
 索引典,"""索引典（英语：thesaurus），也稱為叙词表或類語辭典，同義詞辭典，是主題分析的一種實作方法。所謂主題分析是指辨識某作品之知識內涵，分析其特性，並使用某些文字、代號描述其主題。主題分析可分為「系統主題法」與「字順主題法」，前者即一般所稱之分類法，用邏輯方式建立學科體系的分類表，將作品依照主題給予分類號，常見的分類法有「杜威十進位圖書分類法」、「美國國會圖書館分類法」、「中國圖書館分類法」、「中文圖書分類法」等；後者則是用詞彙來描述作品的主題，即索引人員會先建立控制詞彙，讓使用者透過這些詞彙來查詢相關的作品，常見的作法有「標題法」、以及在此要介紹的「索引典」。索引典的英文是「Thesaurus」，是在16世紀新創的新拉丁語中的一字，由古希臘語有金庫意思的thesuros演變為拉丁語中的thesaurus，再於新拉丁語被當做金庫的意思來使用。除了金庫的意思之外，它更常被使用來表示一串有著相似、相關或相反意思的單字，即索引典的意思（這個意思最早開始於羅傑索引典）。""",中文:, 索引典
 规则引擎,"""网络搜索引擎（英语：websearchengine）指自动从万维网搜集信息，经过一定整理以后，提供给用户进行查询的系统。""",中文:, 规则引擎
 语义网,"""语义网（SemanticWeb）是由万维网联盟的蒂姆·伯纳斯-李（TimBerners-Lee）在1998年提出的一个概念，它的核心是：通过给万维网上的文档（如:HTML）添加能够被计算机所理解的语义（Metadata），从而使整个互联网成为一个通用的信息交换媒介。语义万维网通过使用标准、置标语言和相关的处理工具来扩展万维网的能力。不过语意网概念实际上是基于很多已有技术的，也依赖于后来和text-and-markup与知识表现的综合。那些渊源甚至可以追溯到20世纪60年代末期的AllanM.Collins、M.RossQuillian、ElizabethF.Loftus等人的研究，还有之后70年代初R.F.Simon、R.C.Schamk、Minsky等人陆续提出的一些理论上的成果，其中Simon在进行自然语言理解的应用研究时提出了语义网络SemanticNetwork（不是现在的SemanticWeb）的概念。当时人们甚至发明了以逻辑为基础的程序设计语言Prolog。""语义""网是由比现今成熟的网际搜索工具更加行之有效的、更加广泛意义的并且自动聚集和搜集信息的文档组成的。其最基本的元素就是语义链接。""",中文:, 语义网
 部分论,"""末世论或末日論（Eschatology）是研究历史终结及其相关方面的哲学或者神学理论，神学上的末世论一般关心人类社会的终结以及如何终结等问题，而哲学上的末世论则可能着眼于人类社会的终结问题，也可能着眼于自然的终结。在末世论的基础上产生的学科有末世论的历史哲学、自然哲学，本体论、认识论等。""",中文:, 部分论
 摄影测量学,"""摄影测量法（英文：Photogrammetry）是一种利用被摄物体影像来重建物体空间位置和三维形状的技术，它的历史和照片的历史相当，可以上溯到19世纪中叶。摄影测量法应用于多个领域，除了被考古学家用于快速绘制大型和复杂建筑遗址的详细地图以及被气象学家用于测得龙卷风的实际风速外，它还可在地形图绘制、建筑学、工程学、生产制造、质量控制、警方侦察和地质学等方面发挥效用。在电影的后期制作中，摄影测量法也被用于将演员的真实动作融合到计算机虚拟场景中。""",中文:, 摄影测量学
 数学形态学,"""数学形态学（Mathematicalmorphology）是一门建立在格论和拓扑学基础之上的图像分析学科，是数学形态学图像处理的基本理论。其基本的运算包括：腐蚀和膨胀、开运算和闭运算、骨架抽取、极限腐蚀、击中击不中变换、形态学梯度、Top-hat变换、颗粒分析、流域变换等。""",中文:, 数学形态学
 特征检测 (计算机视觉),"""计算机视觉是一门研究如何使机器“看”的科学，更进一步的说，就是指用摄影机和计算机代替人眼对目标进行识别、跟踪和测量等机器视觉，并进一步做图像处理，用计算机处理成为更适合人眼观察或传送给仪器检测的图像。作为一門科学学科，计算机视觉研究相关的理论和技术，试图建立能够从图像或者多维数据中获取「信息」的人工智能系统。这里所指的信息指香农定义的，可以用来帮助做一个“决定”的信息。因为感知可以看作是从感官信号中提取信息，所以计算机视觉也可以看作是研究如何使人工系统从图像或多维数据中“感知”的科学。作为一个工程学科，计算机视觉寻求基于相关理论与模型来建立计算机视觉系统。这类系统的组成部分包括：过程控制（例如工业机器人和无人驾驶汽车）事件监测（例如图像监测）信息组织（例如图像数据库和图像序列的索引建立）物体与环境建模（例如工业检查，医学图像分析和拓扑建模）交感互动（例如人机互动的输入设备）计算机视觉同样可以被看作是生物视觉的一个补充。在生物视觉领域中，人类和各种动物的视觉都得到了研究，从而建立了这些视觉系统感知信息过程中所使用的物理模型。另一方面，在计算机视觉中，靠软件和硬件实现的人工智能系统得到了研究与描述。生物视觉与计算机视觉进行的学科间交流为彼此都带来了巨大价值。计算机视觉包含如下一些分支：画面重建，事件监测，目标跟踪，目标识别，机器学习，索引建立，图像恢复等。""",中文:, 特征检测 (计算机视觉)
 计算机视觉应用,"""计算机视觉是一门研究如何使机器“看”的科学，更进一步的说，就是指用摄影机和计算机代替人眼对目标进行识别、跟踪和测量等机器视觉，并进一步做图像处理，用计算机处理成为更适合人眼观察或传送给仪器检测的图像。作为一門科学学科，计算机视觉研究相关的理论和技术，试图建立能够从图像或者多维数据中获取「信息」的人工智能系统。这里所指的信息指香农定义的，可以用来帮助做一个“决定”的信息。因为感知可以看作是从感官信号中提取信息，所以计算机视觉也可以看作是研究如何使人工系统从图像或多维数据中“感知”的科学。作为一个工程学科，计算机视觉寻求基于相关理论与模型来建立计算机视觉系统。这类系统的组成部分包括：过程控制（例如工业机器人和无人驾驶汽车）事件监测（例如图像监测）信息组织（例如图像数据库和图像序列的索引建立）物体与环境建模（例如工业检查，医学图像分析和拓扑建模）交感互动（例如人机互动的输入设备）计算机视觉同样可以被看作是生物视觉的一个补充。在生物视觉领域中，人类和各种动物的视觉都得到了研究，从而建立了这些视觉系统感知信息过程中所使用的物理模型。另一方面，在计算机视觉中，靠软件和硬件实现的人工智能系统得到了研究与描述。生物视觉与计算机视觉进行的学科间交流为彼此都带来了巨大价值。计算机视觉包含如下一些分支：画面重建，事件监测，目标跟踪，目标识别，机器学习，索引建立，图像恢复等。""",中文:, 计算机视觉应用
 语言模型,"""統計式的語言模型是藉由一個機率分佈，而指派機率給字詞所組成的字串：P(w1,…,wm){\displaystyleP(w_{1},\ldots,w_{m})}語言模型經常使用在許多自然語言處理方面的應用，如語音識別，機器翻譯，詞性標註，句法分析和資訊檢索。由於字詞與句子都是任意組合的長度，因此在訓練過的語言模型中會出現未曾出現的字串(資料稀疏的問題)，也使得在語料庫中估算字串的機率變得很困難，這也是要使用近似的平滑n元語法(N-gram)模型之原因。在語音辨識和在資料壓縮的領域中，這種模式試圖捕捉語言的特性，並預測在語音串列中的下一個字。當用於資訊檢索，語言模型是與文件有關的集合。以查詢字「Q」作為輸入，依據機率將文件作排序，而該機率P(Q|Md){\displaystyleP(Q|M_{d})}代表該文件的語言模型所產生的語句之機率。""",中文:, 语言模型
 合一,"""本文有关计算机科学主题。其他学科的条目参见合一(消歧义)。在数理逻辑中，特别是应用于计算机科学中，两个项的同一是就特殊化次序而言的并(格的最小上界),就是说，我们在项的集合上假定一个预序，其中t*≤t意味着t*是通过代换(substitute)在t中某些项的一个或多个自由变量而从t获得的。s和t的同一u，如果存在的话，是s和t二者的代换实例的一个项。s和t的任何公共的代换实例也是u的实例。例如，对于多项式X2和Y3可以通过采纳X=Z3和Y=Z2而同一到Z6。""",中文:, 合一
 分析,"""分析（英语：Analysis）是将复杂的话题或事物逐渐拆分的过程，以此来达到对话题更好的理解。尽管“分析”作为一个正式的概念在近年来才逐步建立起来，这一技巧自亚里士多德（公元前384年至322年）就已经应用在了数学、逻辑学等多个领域。""",中文:, 分析
 启发法,"""启发法（heuristics，源自古希腊语的εὑρίσκω，又译作：策略法、助发现法、启发力、捷思法）是指依据有限的知识（或“不完整的信息”）在短时间内找到问题解决方案的一种技术。它是一种依据关于系统的有限认知和假说从而得到关于此系统的结论的分析行为。由此得到的解决方案有可能会偏离最佳方案。通过与最佳方案的对比，可以确保启发法的质量。典型的启发法有试错法和排除法。鉴于启发法基于经验，有时它也可能是基于错误的经验（如感知偏离和伪关系）。""",中文:, 启发法
 想象,"""想象，又作想像，亦称想象力，是形成意象、知觉和概念的能力，其實意象、知觉和概念不是通过视觉、听觉或者其他感官而被感知。想象是心灵的工作，有助于创造出幻想。想象有助于为经验提供意义，为知识提供理解；想象是人们为世界創造出意义的一种基本能力；想象在学习过程中也发挥关键作用。培养想象力的一种基本训练方式，是听故事；在听故事中，措辞的准确是“产生出世界”的基本因素。想象是我们面临任何事情的力量。我们接触、看到和听到的东西，通过我们的想象，而合并为“一幅画面”。人们一般承认：作为内在的能力，作为从感官对公共世界的感知而来的因素，在心灵里发明部分的或完整的个人领域的这么一种过程，这个术语在心理学的专业用法，意思是在心灵里恢复过程，恢复以前被呈给感知的感觉对象。因为这个术语的这种用法与其日常语言的用法矛盾，有些心理学家更喜欢把这个过程说成“造像过程”或者“意象”，或者称其为“再生”想象过程，以与“产生性的”或“建造性的”想象过程。被想象的意象是用“心灵之眼”看到的。想象也可以通过童话故事或者想象之境来表达。最著名的发明或者娱乐产品是从一个人的想象性灵感创造出来的。关于人类想象力的进化过程的一个假说是：想象力允许有意识的物种可以通过利用心智模拟来解决问题。孩童通常被认为是想象力丰富的群体。因为他们的思维模式尚未形成，思想中的限制与规则比成人要少。故此往往有着丰富的想象力。儿童常常使用故事或者假装的游戏来操练他们的想象力。当儿童创造幻象的时候，他们是在两个层面上游戏的：第一个层面，他们利用角色扮演来演出他们以其想象力创造出来的东西；在第二个层面上，他们又以他们假装相信的情形做游戏，在行为上，他们创造出来的东西好像是真实的现实似的，而那已经存在于故事性的神话裡。艺术家们也通常需要丰富的想象力，因为从事的是创造性的工作，想象力能够帮助他们打破既有的规则，将审美带入新格局。""",中文:, 想象
 人工智能协会,"""美国人工智能协会（英语：AssociationfortheAdvancementofArtificialIntelligence）是人工智能领域的主要学术组织之一。该协会主办的年会（AAAI,TheNationalConferenceonArtificialIntelligence）是一个主要的人工智能学术会议。""",中文:, 人工智能协会
 人工智能史,"""人工智能的历史源远流长。在古代的神话传说中，技艺高超的工匠可以制作人造人，并为其赋予智能或意识。现代意义上的AI始于古典哲学家用机械符号处理的观点解释人类思考过程的尝试。20世纪40年代基于抽象数学推理的可编程数字计算机的发明使一批科学家开始严肃地探讨构造一个电子大脑的可能性。1956年，在达特茅斯学院举行的一次会议上正式确立了人工智能的研究领域。会议的参加者在接下来的数十年间是AI研究的领军人物。他们中有许多人预言，经过一代人的努力，与人类具有同等智能水平的机器将会出现。同时，上千万美元被投入到AI研究中，以期实现这一目标。研究人员发现自己大大低估了这一工程的难度，人工智慧史上共出現過好幾次低潮。由于JamesLighthill爵士的批评和国会方面的压力，美国和英国政府于1973年停止向没有明确目标的人工智能研究项目拨款。七年之后受到日本政府研究规划的刺激，美国政府和企业再次在AI领域投入数十亿研究经费，但这些投资者在80年代末重新撤回了投资。AI研究领域诸如此类的高潮和低谷不断交替出现；至今仍有人对AI的前景作出异常乐观的预测。尽管在政府官僚和风投资本家那里经历了大起大落，AI领域仍在取得进展。某些在20世纪70年代被认为不可能解决的问题今天已经获得了圆满解决并已成功应用在商业产品上。与第一代AI研究人员的乐观估计不同，具有与人类同等智能水平的机器至今仍未出现。图灵在1950年发表的一篇催生现代智能机器研究的著名论文中称，“我们只能看到眼前的一小段距离……但是，我们可以看到仍有许多工作要做”。""",中文:, 人工智能史
 人工智能实验室,"""MIT計算機科學與人工智慧實驗室（英语：MITComputerScienceandArtificialIntelligenceLaboratory，縮寫為CSAIL），美國麻省理工學院（MIT）的研究實驗室，於2003年將計算機科學實驗室與人工智慧實驗室合併後建立。位於史塔特科技中心之中，無論是人數或是研究領域，都是美國大學中最大規模的實驗室。駭客文化一般認為起源於這個實驗室，多位圖靈獎得主都出身於此實驗室中。""",中文:, 人工智能实验室
 人工智能应用,"""工业人工智能（英语：Industrialartificialintelligence）也称作工业AI，是指人工智能在工业中的应用。与通常意义的人工智能不同，工业AI是一门研究使计算机系统能完成原本需要人类智能才能完成的任务的综合性前沿学科。工业人工智能更加关注运用技术来解决工业上的痛点问题，从而创造客户价值、提高生产力和获得洞察力。。虽然在人工智能应用的反乌托邦视野中，智能机器可能夺去人类的工作、造成社会和道德问题，但行业整体对人工智能仍持有积极态度，并认为这种经济转型势不可挡，及期待在这一过程中产生巨大的商机。人工智能的概念大概是在1940年提出的，通过智能分析和建模提高生产力和获得洞察力的想法并不陌生。人工智能和知識基礎系統一直是人工智能广泛研究的一部分，应用于产品设计、生产计划、分发和现场服务的整个产品生命周期中。电子制造系统和电子工厂并没有使用“AI”这个术语，而是扩大了工程系统的建模，使得能够在智能制造生态系统中实现元素的完全整合。云计算服务平台广泛运用人工智能技术。网络制造系统也运用预测分析和网络-实体建模解决产品和机器健康之间的鸿沟（gap）,从而优化生产。工业人工智能最近被广泛提及，有以下几种原因：更经济且性能多的传感器和数据采集的自动化过程；更强大的计算能力，以较低的成本、更快的速度执行复杂的工作任务；更快速地连接基础架构和更易于访问的云服务平台，外包数据管理和计算能力。然而，如果工业界中的问题得到妥善处理，这项技术也不会产生任何商业价值。工业人工智能或许有助于产品与服务创新、生产过程改进以及获取洞察力这三方面的应用。""",中文:, 人工智能应用
 人工智能研究者,"""強人工智慧或通用人工智慧（StrongAI或者ArtificialGeneralIntelligence）是具備與人類同等智慧、或超越人類的人工智慧，能表現正常人類所具有的所有智能行為。""",中文:, 人工智能研究者
 人工智能题材作品,"""《人工智能》（英语：A.I.ArtificialIntelligence）是由斯蒂芬·斯皮尔伯格导演的，斯坦利·库布里克参与制作的一部电影。1982年，电影大师斯坦利·库布里克买下了《人工智能》的拍摄权，由于当时电影科技水準的限制被暂时搁置。到1993年，斯蒂芬·斯皮尔伯格导演的《侏罗纪公园》的成功，促使库布里克根据1969年布莱恩·阿尔迪斯（BrianAldiss）的短篇故事《Super-ToysLastAllSummerLong》改编了剧本，并与斯皮尔伯格探讨了剧本，委托工业光魔公司设计特效。1999年，库布里克意外辞世，斯皮尔伯格于2000年初宣布了自己的拍摄计划，并于2001年将亡友的这部未完成作品搬上银幕。影片中应用了当时最新的“实时3D电脑游戏引擎”系统和“On-SetVisualization”技术。""",中文:, 人工智能题材作品
 情感计算,"""情感计算（英语：Affectivecomputing，亦作人工情感智能，英语：artificialemotionalintelligence，或情感AI，英语：emotionAI）是一个跨学科领域，涉及计算机科学、心理学和认知科学，旨在研发能够识别、解释、处理、模拟人类情感的系统。虽然该学科最早可追溯至早期的哲学研究，即人们对情绪的剖析，但真正使其成为现代计算机科学分支的，则是1995年罗莎琳·皮卡德发表的关于情感计算的论文。人们研究情感计算很大程度上是为了能够模拟共情——机器应该能够解释人类的情绪状态，做出相适应的行为，对情绪给予恰当的回应。文本情感分析（英语：sentimentanalysis）和情感分析的区别在于，前者仅辨识词语的情感极性，后者辨识人类的不同情绪。""",中文:, 情感计算
 搜寻算法,"""VectorFieldHistogram算法，简称VFH算法，直译为“方向区间柱图法”。是一种由人工势场法改进而来的机器人导航算法。""",中文:, 搜寻算法
 机器人学,"""機器人學（英语：robotics）是一項涵蓋了機器人的設計、建造、運作、以及應用的跨領域科技，就如同電腦系統之控制、感測回授、以及資訊處理。這些科技催生出能夠取代人力的自動化機器，在危險境或製造工廠運作，或塑造成外表、行為、心智的仿人機器人。如今許多的機器人受到自然界的啟發，貢獻於生物啟發的機器人學的領域。創造可自動運轉的機器的概念可追溯至古典時代，但是直到20世紀以前，機器人的功能和潛在應用開發及研究沒有持續地成長。縱觀歷史，機器人常見於模仿人類行為，且常以類似的方法管理事務。時至今日，機器人學成為一個快速成長的領域，同時先進技術持續地研發、設計、以及建造用來達成各種實用目的新款機器人，例如家庭用機器人、工業機器人或軍用機器人。許多機器人從事對人類來講非常危險的工作，如拆除炸彈、地雷、探索沉船等。机器人学还被用于STEM教育(科学Science,技术Technology,工程Engineering,和数学Mathematics)作为教学辅助。""",中文:, 机器人学
 机器学习,"""机器学习是人工智能的一个分支。人工智能的研究历史有着一条从以“推理”为重点，到以“知识”为重点，再到以“学习”为重点的自然、清晰的脉络。显然，机器学习是实现人工智能的一个途径，即以机器学习为手段解决人工智能中的问题。机器学习在近30多年已发展为一门多领域交叉学科，涉及概率论、统计学、逼近论、凸分析、计算复杂性理论等多门学科。机器学习理论主要是设计和分析一些让计算机可以自动“学习”的算法。机器学习算法是一类从数据中自动分析获得规律，并利用规律对未知数据进行预测的算法。因为学习算法中涉及了大量的统计学理论，机器学习与推断统计学联系尤为密切，也被称为统计学习理论。算法设计方面，机器学习理论关注可以实现的，行之有效的学习算法。很多推论问题属于无程序可循难度，所以部分的机器学习研究是开发容易处理的近似算法。机器学习已广泛应用于数据挖掘、计算机视觉、自然语言处理、生物特征识别、搜索引擎、医学诊断、检测信用卡欺诈、证券市场分析、DNA序列测序、语音和手写识别、战略游戏和机器人等领域。""",中文:, 机器学习
 模糊逻辑,"""模糊逻辑是处理部分真实概念的布林運算扩展。经典逻辑坚持所有事物（陈述）都可以用二元项（0或1，黑或白，是或否）来表达，而模糊逻辑用真实度替代了布尔真值。这些陈述表示实际上接近于日常人们的问题和語意陈述，因为“真实”和结果在多数时候是部分（非二元）的和/或不精确的（不准确的，不清晰的，模糊的）。真实度经常混淆于概率。但是它们在概念上是不一样的；模糊真值表示在模糊定义的集合中的成员歸屬关系，而不是某事件或条件的可能度（likelihood）。要展示这种区别，考虑下列情节：Bob在有两个毗邻的屋子的房子中：厨房和餐厅。在很多情况下，Bob的状态是在事物“在厨房中”的集合内是完全明确的：他要么“在厨房中”要么“不在厨房中”。但Bob站在门口的时候怎么办呢？它可被认为是“部分的在厨房中”。量化这个部分陈述产生了一个模糊集合成员关系。比如，只有他的小脚趾在餐厅，我们可以说Bob是0.01“在厨房中”。只要Bob站在了门口，就没有事件（如抛硬币）能解决他完全的“在厨房中”或“不在厨房中”。模糊集合是基于集合的模糊定义而不是随机性。模糊逻辑允许在包含0和1的它们之间集合成员关系值，同于黑和白之间的灰色，在它的语言形式中，有不精确的概念如""稍微""、""相当""和""非常""。特别是，它允许在集合中的部分成员关系。它有关于模糊集合和可能性理论。它是1965年卢菲特·泽德教授在加州大学伯克利分校介入的。模糊逻辑尽管被广泛接受却是有争议的：它被某些控制工程师出于有效性和其他原因，和一些坚持概率论是不确定性的唯一严格描述的统计学家所拒绝。批評者認為它不是普通集合论的超集，因为成员函数是依据常规集合而定义的。""",中文:, 模糊逻辑
 游戏人工智能,"""人工智能的历史源远流长。在古代的神话传说中，技艺高超的工匠可以制作人造人，并为其赋予智能或意识。现代意义上的AI始于古典哲学家用机械符号处理的观点解释人类思考过程的尝试。20世纪40年代基于抽象数学推理的可编程数字计算机的发明使一批科学家开始严肃地探讨构造一个电子大脑的可能性。1956年，在达特茅斯学院举行的一次会议上正式确立了人工智能的研究领域。会议的参加者在接下来的数十年间是AI研究的领军人物。他们中有许多人预言，经过一代人的努力，与人类具有同等智能水平的机器将会出现。同时，上千万美元被投入到AI研究中，以期实现这一目标。研究人员发现自己大大低估了这一工程的难度，人工智慧史上共出現過好幾次低潮。由于JamesLighthill爵士的批评和国会方面的压力，美国和英国政府于1973年停止向没有明确目标的人工智能研究项目拨款。七年之后受到日本政府研究规划的刺激，美国政府和企业再次在AI领域投入数十亿研究经费，但这些投资者在80年代末重新撤回了投资。AI研究领域诸如此类的高潮和低谷不断交替出现；至今仍有人对AI的前景作出异常乐观的预测。尽管在政府官僚和风投资本家那里经历了大起大落，AI领域仍在取得进展。某些在20世纪70年代被认为不可能解决的问题今天已经获得了圆满解决并已成功应用在商业产品上。与第一代AI研究人员的乐观估计不同，具有与人类同等智能水平的机器至今仍未出现。图灵在1950年发表的一篇催生现代智能机器研究的著名论文中称，“我们只能看到眼前的一小段距离……但是，我们可以看到仍有许多工作要做”。""",中文:, 游戏人工智能
 生物特征识别,"""生物识别技术（biometrics，也称生物测定学），是指用数理统计方法对生物进行分析，现在多指对生物体（一般特指人）本身的生物特征来区分生物体个体的计算机技术。研究领域主要包括语音、脸、指纹、手掌纹、虹膜、视网膜、体形、个人习惯（例如敲击键盘的力度和频率、签字）等，相应的识别技术就有说话人识别、人脸识别、指纹识别、掌纹识别、虹膜识别、视网膜识别、体形识别、键盘敲击识别、签字识别等。""",中文:, 生物特征识别
 知识表示,"""知識表示法（知識重呈／知識表現）是認知科學和人工智能兩個領域共同存在的問題。在認知科學里，它關係到人類如何儲存和處理資料。在人工智能里，其主要目標為儲存知識，讓程式能夠處理，達到人類的智慧。目前這個領域仍然沒有一個完美的答案。""",中文:, 知识表示
 群集智能,"""蚁群算法（AntColonyOptimization,ACO），又称蚂蚁算法，是一种用来在图中寻找优化路径的机率型算法。它由MarcoDorigo于1992年在他的博士论文“Antsystem:optimizationbyacolonyofcooperatingagents”中提出，其灵感来源于蚂蚁在寻找食物过程中发现路径的行为。蚁群算法是一种模拟进化算法，初步的研究表明该算法具有许多优良的性质.针对PID控制器参数优化设计问题，将蚁群算法设计的结果与遗传算法设计的结果进行了比较，数值仿真结果表明，蚁群算法具有一种新的模拟进化优化方法的有效性和应用价值。""",中文:, 群集智能
 虚拟助理,"""虛擬助理（virtualassistant）是一種能替個人執行任務或服務的軟體代理（softwareagent）。有時候「聊天機器人」泛指虛擬助理，亦或專指網路聊天使用的軟體機器人（有時候更專指娛樂而非實用的網絡聊天）。但也可以指一種職業，或者企業組織，其乃是透過網路執行遠端服務。至2017年，隨著新產品進入市場，虛擬助理的功能與運用正快速擴張。一項2017年5月的線上調查顯示，美國的市佔率依次為蘋果Siri（34%）、Google個人助理（19%）、AmazonAlexa（6%）及微軟Cortana（4%）。搭載這些助理的智慧揚聲器也有著巨大的變化；蘋果直到2017年6月才宣布其智慧揚聲器。臉書的M虛擬助理預計2017年在FacebookMessenger上會有數億的用量。大量的智慧手機用戶安裝了蘋果和Google的助理，微軟則是在視窗的PC上（Cortana也可安裝於手機和智慧揚聲器）；AmazonAlexa則是首先具備線上訂購的功能。""",中文:, 虚拟助理
